A,"11,308"
B,"7,586"
D,"10,983"
E,"5,938"
F,"4,569"
G,"4,024"
H,"5,279"
I,"4,881"
J,802
K,"3,092"
L,"3,923"
M,"8,969"
N,"5,175"
O,"3,160"
P,"5,211"
R,"4,368"
T,"5,744"
U,"1,671"
W,"3,576"
X,378
Y,318
~,"1,687"
