Black,"33,391"
Doom/Stoner/Sludge,"12,781"
Experimental/Avant-garde,"1,248"
Folk/Viking/Pagan,"2,984"
Grindcore,"5,132"
Groove,"5,005"
Metalcore/Deathcore,"4,746"
Power,"7,582"
Progressive,"10,095"
